plot,method,date,sample_day,phylum,species,microsite,daily_animal_totals,site,density_category,density_levels,density,cover,mean_shrub_size,proportion_shrub_cover,RDM,year
5,transect,28-May-19,12,invertebrate,Dicolonus simplex,shrub,1,Carrizo site 3,high,3,11,41.364486531837066,17.42533259919242,52.66677684216586,10,2019
6,focal,02-Jun-19,17,invertebrate,Dicolonus simplex,open,1,Carrizo site 3,medium,2,6,33.09722838428285,24.647430089986894,42.14060145694276,1.3333333333333333,2019
6,focal,07-Jun-19,22,invertebrate,Dicolonus simplex,open,1,Carrizo site 3,medium,2,6,33.09722838428285,24.647430089986894,42.14060145694276,1.3333333333333333,2019
6,transect,28-May-19,12,invertebrate,Dicolonus simplex,open,1,Carrizo site 3,medium,2,6,33.09722838428285,24.647430089986894,42.14060145694276,1.3333333333333333,2019
6,transect,28-May-19,12,invertebrate,Dicolonus simplex,shrub,1,Carrizo site 3,medium,2,6,33.09722838428285,24.647430089986894,42.14060145694276,5.666666666666667,2019
7,focal,28-May-19,12,invertebrate,Dicolonus simplex,open,1,Carrizo site 3,low,1,3,18.724991772823923,39.074931155946814,23.841344248566237,1.3333333333333333,2019
8,focal,28-May-19,12,invertebrate,Dicolonus simplex,open,1,Carrizo site 3,none,0,0,0,0,0,5.333333333333333,2019
8,focal,31-May-19,15,invertebrate,Dicolonus simplex,open,1,Carrizo site 3,none,0,0,0,0,0,5.333333333333333,2019
1,focal,06-Jun-19,21,invertebrate,Dicolonus simplex,open,2,Carrizo site 4,high,3,12,66.70103858395706,30.498033098598732,84.92620140559848,2,2019
1,focal,29-May-19,13,invertebrate,Dicolonus simplex,open,1,Carrizo site 4,high,3,12,66.70103858395706,30.498033098598732,84.92620140559848,2,2019
1,transect,29-May-19,13,invertebrate,Dicolonus simplex,shrub,1,Carrizo site 4,high,3,12,66.70103858395706,30.498033098598732,84.92620140559848,6.666666666666667,2019
2,focal,04-Jun-19,19,invertebrate,Dicolonus simplex,open,2,Carrizo site 4,medium,2,6,50.02035969064035,57.34634047957715,63.68775107033402,2,2019
2,focal,06-Jun-19,21,invertebrate,Dicolonus simplex,open,1,Carrizo site 4,medium,2,6,50.02035969064035,57.34634047957715,63.68775107033402,2,2019
2,focal,29-May-19,13,invertebrate,Dicolonus simplex,open,1,Carrizo site 4,medium,2,6,50.02035969064035,57.34634047957715,63.68775107033402,2,2019
2,focal,31-May-19,15,invertebrate,Dicolonus simplex,shrub,1,Carrizo site 4,medium,2,6,50.02035969064035,57.34634047957715,63.68775107033402,7.333333333333333,2019
2,transect,25-May-19,9,invertebrate,Dicolonus simplex,shrub,1,Carrizo site 4,medium,2,6,50.02035969064035,57.34634047957715,63.68775107033402,7.333333333333333,2019
2,transect,29-May-19,13,invertebrate,Dicolonus simplex,open,1,Carrizo site 4,medium,2,6,50.02035969064035,57.34634047957715,63.68775107033402,2,2019
2,transect,29-May-19,13,invertebrate,Dicolonus simplex,shrub,2,Carrizo site 4,medium,2,6,50.02035969064035,57.34634047957715,63.68775107033402,7.333333333333333,2019
3,focal,25-May-19,9,invertebrate,Dicolonus simplex,open,1,Carrizo site 4,low,1,2,9.837975934532775,23.065556507495444,12.526070708597882,1.6666666666666667,2019
3,focal,29-May-19,13,invertebrate,Dicolonus simplex,open,3,Carrizo site 4,low,1,2,9.837975934532775,23.065556507495444,12.526070708597882,1.6666666666666667,2019
3,transect,29-May-19,13,invertebrate,Dicolonus simplex,shrub,1,Carrizo site 4,low,1,2,9.837975934532775,23.065556507495444,12.526070708597882,8,2019
4,focal,02-Jun-19,17,invertebrate,Dicolonus simplex,open,2,Carrizo site 4,none,0,0,0,0,0,3.6666666666666665,2019
4,focal,04-Jun-19,19,invertebrate,Dicolonus simplex,open,3,Carrizo site 4,none,0,0,0,0,0,3.6666666666666665,2019
4,focal,25-May-19,9,invertebrate,Dicolonus simplex,open,3,Carrizo site 4,none,0,0,0,0,0,3.6666666666666665,2019
4,focal,29-May-19,13,invertebrate,Dicolonus simplex,open,1,Carrizo site 4,none,0,0,0,0,0,3.6666666666666665,2019
5,camera trap,01-Jun,16,vertebrate,Dipodomys ingens,shrub,1,Carrizo site 3,high,3,11,41.364486531837066,17.42533259919242,52.66677684216586,10,2019
5,camera trap,02-Jun,17,vertebrate,Dipodomys ingens,shrub,1,Carrizo site 3,high,3,11,41.364486531837066,17.42533259919242,52.66677684216586,10,2019
5,camera trap,03-Jun,18,vertebrate,Dipodomys ingens,shrub,1,Carrizo site 3,high,3,11,41.364486531837066,17.42533259919242,52.66677684216586,10,2019
5,camera trap,05-Jun,20,vertebrate,Dipodomys ingens,shrub,2,Carrizo site 3,high,3,11,41.364486531837066,17.42533259919242,52.66677684216586,10,2019
5,camera trap,06-Jun,21,vertebrate,Dipodomys ingens,shrub,4,Carrizo site 3,high,3,11,41.364486531837066,17.42533259919242,52.66677684216586,10,2019
5,camera trap,07-Jun,22,vertebrate,Dipodomys ingens,shrub,4,Carrizo site 3,high,3,11,41.364486531837066,17.42533259919242,52.66677684216586,10,2019
5,camera trap,08-Jun,23,vertebrate,Dipodomys ingens,shrub,3,Carrizo site 3,high,3,11,41.364486531837066,17.42533259919242,52.66677684216586,10,2019
5,camera trap,09-Jun,24,vertebrate,Dipodomys ingens,shrub,1,Carrizo site 3,high,3,11,41.364486531837066,17.42533259919242,52.66677684216586,10,2019
5,camera trap,10-Jun,25,vertebrate,Dipodomys ingens,shrub,4,Carrizo site 3,high,3,11,41.364486531837066,17.42533259919242,52.66677684216586,10,2019
5,camera trap,11-Jun,26,vertebrate,Dipodomys ingens,shrub,2,Carrizo site 3,high,3,11,41.364486531837066,17.42533259919242,52.66677684216586,10,2019
5,camera trap,12-Jun,27,vertebrate,Dipodomys ingens,shrub,5,Carrizo site 3,high,3,11,41.364486531837066,17.42533259919242,52.66677684216586,10,2019
5,camera trap,18-May,2,vertebrate,Dipodomys ingens,shrub,1,Carrizo site 3,high,3,11,41.364486531837066,17.42533259919242,52.66677684216586,10,2019
5,camera trap,19-May,3,vertebrate,Dipodomys ingens,shrub,1,Carrizo site 3,high,3,11,41.364486531837066,17.42533259919242,52.66677684216586,10,2019
5,camera trap,23-May,7,vertebrate,Dipodomys ingens,shrub,1,Carrizo site 3,high,3,11,41.364486531837066,17.42533259919242,52.66677684216586,10,2019
5,camera trap,24-May,8,vertebrate,Dipodomys ingens,shrub,1,Carrizo site 3,high,3,11,41.364486531837066,17.42533259919242,52.66677684216586,10,2019
5,camera trap,27-May,11,vertebrate,Dipodomys ingens,shrub,1,Carrizo site 3,high,3,11,41.364486531837066,17.42533259919242,52.66677684216586,10,2019
5,camera trap,29-May,13,vertebrate,Dipodomys ingens,shrub,1,Carrizo site 3,high,3,11,41.364486531837066,17.42533259919242,52.66677684216586,10,2019
5,camera trap,30-May,14,vertebrate,Dipodomys ingens,shrub,3,Carrizo site 3,high,3,11,41.364486531837066,17.42533259919242,52.66677684216586,10,2019
5,camera trap,31-May,15,vertebrate,Dipodomys ingens,shrub,3,Carrizo site 3,high,3,11,41.364486531837066,17.42533259919242,52.66677684216586,10,2019
6,camera trap,01-Jun,16,vertebrate,Dipodomys ingens,open,1,Carrizo site 3,medium,2,6,33.09722838428285,24.647430089986894,42.14060145694276,1.3333333333333333,2019
6,camera trap,01-Jun,16,vertebrate,Dipodomys ingens,shrub,5,Carrizo site 3,medium,2,6,33.09722838428285,24.647430089986894,42.14060145694276,5.666666666666667,2019
6,camera trap,03-Jun,18,vertebrate,Dipodomys ingens,open,7,Carrizo site 3,medium,2,6,33.09722838428285,24.647430089986894,42.14060145694276,1.3333333333333333,2019
6,camera trap,04-Jun,19,vertebrate,Dipodomys ingens,open,1,Carrizo site 3,medium,2,6,33.09722838428285,24.647430089986894,42.14060145694276,1.3333333333333333,2019
6,camera trap,04-Jun,19,vertebrate,Dipodomys ingens,shrub,2,Carrizo site 3,medium,2,6,33.09722838428285,24.647430089986894,42.14060145694276,5.666666666666667,2019
6,camera trap,05-Jun,20,vertebrate,Dipodomys ingens,shrub,4,Carrizo site 3,medium,2,6,33.09722838428285,24.647430089986894,42.14060145694276,5.666666666666667,2019
6,camera trap,06-Jun,21,vertebrate,Dipodomys ingens,open,2,Carrizo site 3,medium,2,6,33.09722838428285,24.647430089986894,42.14060145694276,1.3333333333333333,2019
6,camera trap,06-Jun,21,vertebrate,Dipodomys ingens,shrub,3,Carrizo site 3,medium,2,6,33.09722838428285,24.647430089986894,42.14060145694276,5.666666666666667,2019
6,camera trap,07-Jun,22,vertebrate,Dipodomys ingens,open,3,Carrizo site 3,medium,2,6,33.09722838428285,24.647430089986894,42.14060145694276,1.3333333333333333,2019
6,camera trap,07-Jun,22,vertebrate,Dipodomys ingens,shrub,9,Carrizo site 3,medium,2,6,33.09722838428285,24.647430089986894,42.14060145694276,5.666666666666667,2019
6,camera trap,08-Jun,23,vertebrate,Dipodomys ingens,shrub,2,Carrizo site 3,medium,2,6,33.09722838428285,24.647430089986894,42.14060145694276,5.666666666666667,2019
6,camera trap,09-Jun,24,vertebrate,Dipodomys ingens,open,1,Carrizo site 3,medium,2,6,33.09722838428285,24.647430089986894,42.14060145694276,1.3333333333333333,2019
6,camera trap,09-Jun,24,vertebrate,Dipodomys ingens,shrub,3,Carrizo site 3,medium,2,6,33.09722838428285,24.647430089986894,42.14060145694276,5.666666666666667,2019
6,camera trap,10-Jun,25,vertebrate,Dipodomys ingens,shrub,3,Carrizo site 3,medium,2,6,33.09722838428285,24.647430089986894,42.14060145694276,5.666666666666667,2019
6,camera trap,11-Jun,26,vertebrate,Dipodomys ingens,open,6,Carrizo site 3,medium,2,6,33.09722838428285,24.647430089986894,42.14060145694276,1.3333333333333333,2019
6,camera trap,11-Jun,26,vertebrate,Dipodomys ingens,shrub,2,Carrizo site 3,medium,2,6,33.09722838428285,24.647430089986894,42.14060145694276,5.666666666666667,2019
6,camera trap,12-Jun,27,vertebrate,Dipodomys ingens,open,7,Carrizo site 3,medium,2,6,33.09722838428285,24.647430089986894,42.14060145694276,1.3333333333333333,2019
6,camera trap,19-May,3,vertebrate,Dipodomys ingens,shrub,1,Carrizo site 3,medium,2,6,33.09722838428285,24.647430089986894,42.14060145694276,5.666666666666667,2019
6,camera trap,20-May,4,vertebrate,Dipodomys ingens,open,3,Carrizo site 3,medium,2,6,33.09722838428285,24.647430089986894,42.14060145694276,1.3333333333333333,2019
6,camera trap,20-May,4,vertebrate,Dipodomys ingens,shrub,2,Carrizo site 3,medium,2,6,33.09722838428285,24.647430089986894,42.14060145694276,5.666666666666667,2019
6,camera trap,21-May,5,vertebrate,Dipodomys ingens,shrub,2,Carrizo site 3,medium,2,6,33.09722838428285,24.647430089986894,42.14060145694276,5.666666666666667,2019
6,camera trap,22-May,6,vertebrate,Dipodomys ingens,open,4,Carrizo site 3,medium,2,6,33.09722838428285,24.647430089986894,42.14060145694276,1.3333333333333333,2019
6,camera trap,23-May,7,vertebrate,Dipodomys ingens,open,1,Carrizo site 3,medium,2,6,33.09722838428285,24.647430089986894,42.14060145694276,1.3333333333333333,2019
6,camera trap,23-May,7,vertebrate,Dipodomys ingens,shrub,1,Carrizo site 3,medium,2,6,33.09722838428285,24.647430089986894,42.14060145694276,5.666666666666667,2019
6,camera trap,24-May,8,vertebrate,Dipodomys ingens,shrub,2,Carrizo site 3,medium,2,6,33.09722838428285,24.647430089986894,42.14060145694276,5.666666666666667,2019
6,camera trap,25-May,9,vertebrate,Dipodomys ingens,shrub,2,Carrizo site 3,medium,2,6,33.09722838428285,24.647430089986894,42.14060145694276,5.666666666666667,2019
6,camera trap,26-May,10,vertebrate,Dipodomys ingens,open,2,Carrizo site 3,medium,2,6,33.09722838428285,24.647430089986894,42.14060145694276,1.3333333333333333,2019
6,camera trap,26-May,10,vertebrate,Dipodomys ingens,shrub,1,Carrizo site 3,medium,2,6,33.09722838428285,24.647430089986894,42.14060145694276,5.666666666666667,2019
6,camera trap,27-May,11,vertebrate,Dipodomys ingens,open,1,Carrizo site 3,medium,2,6,33.09722838428285,24.647430089986894,42.14060145694276,1.3333333333333333,2019
6,camera trap,28-May,12,vertebrate,Dipodomys ingens,open,7,Carrizo site 3,medium,2,6,33.09722838428285,24.647430089986894,42.14060145694276,1.3333333333333333,2019
6,camera trap,28-May,12,vertebrate,Dipodomys ingens,shrub,3,Carrizo site 3,medium,2,6,33.09722838428285,24.647430089986894,42.14060145694276,5.666666666666667,2019
6,camera trap,29-May,13,vertebrate,Dipodomys ingens,open,1,Carrizo site 3,medium,2,6,33.09722838428285,24.647430089986894,42.14060145694276,1.3333333333333333,2019
6,camera trap,29-May,13,vertebrate,Dipodomys ingens,shrub,12,Carrizo site 3,medium,2,6,33.09722838428285,24.647430089986894,42.14060145694276,5.666666666666667,2019
6,camera trap,30-May,14,vertebrate,Dipodomys ingens,open,1,Carrizo site 3,medium,2,6,33.09722838428285,24.647430089986894,42.14060145694276,1.3333333333333333,2019
6,camera trap,30-May,14,vertebrate,Dipodomys ingens,shrub,6,Carrizo site 3,medium,2,6,33.09722838428285,24.647430089986894,42.14060145694276,5.666666666666667,2019
6,camera trap,31-May,15,vertebrate,Dipodomys ingens,shrub,4,Carrizo site 3,medium,2,6,33.09722838428285,24.647430089986894,42.14060145694276,5.666666666666667,2019
7,camera trap,01-Jun,16,vertebrate,Dipodomys ingens,open,18,Carrizo site 3,low,1,3,18.724991772823923,39.074931155946814,23.841344248566237,1.3333333333333333,2019
7,camera trap,02-Jun,17,vertebrate,Dipodomys ingens,open,22,Carrizo site 3,low,1,3,18.724991772823923,39.074931155946814,23.841344248566237,1.3333333333333333,2019
7,camera trap,03-Jun,18,vertebrate,Dipodomys ingens,open,1,Carrizo site 3,low,1,3,18.724991772823923,39.074931155946814,23.841344248566237,1.3333333333333333,2019
7,camera trap,04-Jun,19,vertebrate,Dipodomys ingens,open,6,Carrizo site 3,low,1,3,18.724991772823923,39.074931155946814,23.841344248566237,1.3333333333333333,2019
7,camera trap,05-Jun,20,vertebrate,Dipodomys ingens,open,9,Carrizo site 3,low,1,3,18.724991772823923,39.074931155946814,23.841344248566237,1.3333333333333333,2019
7,camera trap,06-Jun,21,vertebrate,Dipodomys ingens,open,2,Carrizo site 3,low,1,3,18.724991772823923,39.074931155946814,23.841344248566237,1.3333333333333333,2019
7,camera trap,07-Jun,22,vertebrate,Dipodomys ingens,open,5,Carrizo site 3,low,1,3,18.724991772823923,39.074931155946814,23.841344248566237,1.3333333333333333,2019
7,camera trap,08-Jun,23,vertebrate,Dipodomys ingens,open,5,Carrizo site 3,low,1,3,18.724991772823923,39.074931155946814,23.841344248566237,1.3333333333333333,2019
7,camera trap,09-Jun,24,vertebrate,Dipodomys ingens,open,13,Carrizo site 3,low,1,3,18.724991772823923,39.074931155946814,23.841344248566237,1.3333333333333333,2019
7,camera trap,10-Jun,25,vertebrate,Dipodomys ingens,open,13,Carrizo site 3,low,1,3,18.724991772823923,39.074931155946814,23.841344248566237,1.3333333333333333,2019
7,camera trap,11-Jun,26,vertebrate,Dipodomys ingens,open,9,Carrizo site 3,low,1,3,18.724991772823923,39.074931155946814,23.841344248566237,1.3333333333333333,2019
7,camera trap,12-Jun,27,vertebrate,Dipodomys ingens,open,2,Carrizo site 3,low,1,3,18.724991772823923,39.074931155946814,23.841344248566237,1.3333333333333333,2019
7,camera trap,12-Jun,27,vertebrate,Dipodomys ingens,shrub,5,Carrizo site 3,low,1,3,18.724991772823923,39.074931155946814,23.841344248566237,8.333333333333334,2019
7,camera trap,18-May,2,vertebrate,Dipodomys ingens,open,1,Carrizo site 3,low,1,3,18.724991772823923,39.074931155946814,23.841344248566237,1.3333333333333333,2019
7,camera trap,18-May,2,vertebrate,Dipodomys ingens,shrub,2,Carrizo site 3,low,1,3,18.724991772823923,39.074931155946814,23.841344248566237,8.333333333333334,2019
7,camera trap,19-May,3,vertebrate,Dipodomys ingens,open,2,Carrizo site 3,low,1,3,18.724991772823923,39.074931155946814,23.841344248566237,1.3333333333333333,2019
7,camera trap,20-May,4,vertebrate,Dipodomys ingens,open,4,Carrizo site 3,low,1,3,18.724991772823923,39.074931155946814,23.841344248566237,1.3333333333333333,2019
7,camera trap,20-May,4,vertebrate,Dipodomys ingens,shrub,1,Carrizo site 3,low,1,3,18.724991772823923,39.074931155946814,23.841344248566237,8.333333333333334,2019
7,camera trap,21-May,5,vertebrate,Dipodomys ingens,open,3,Carrizo site 3,low,1,3,18.724991772823923,39.074931155946814,23.841344248566237,1.3333333333333333,2019
7,camera trap,22-May,6,vertebrate,Dipodomys ingens,open,2,Carrizo site 3,low,1,3,18.724991772823923,39.074931155946814,23.841344248566237,1.3333333333333333,2019
7,camera trap,27-May,11,vertebrate,Dipodomys ingens,open,1,Carrizo site 3,low,1,3,18.724991772823923,39.074931155946814,23.841344248566237,1.3333333333333333,2019
7,camera trap,28-May,12,vertebrate,Dipodomys ingens,open,3,Carrizo site 3,low,1,3,18.724991772823923,39.074931155946814,23.841344248566237,1.3333333333333333,2019
7,camera trap,29-May,13,vertebrate,Dipodomys ingens,open,18,Carrizo site 3,low,1,3,18.724991772823923,39.074931155946814,23.841344248566237,1.3333333333333333,2019
7,camera trap,30-May,14,vertebrate,Dipodomys ingens,open,17,Carrizo site 3,low,1,3,18.724991772823923,39.074931155946814,23.841344248566237,1.3333333333333333,2019
7,camera trap,31-May,15,vertebrate,Dipodomys ingens,open,23,Carrizo site 3,low,1,3,18.724991772823923,39.074931155946814,23.841344248566237,1.3333333333333333,2019
8,camera trap,02-Jun,17,vertebrate,Dipodomys ingens,open,6,Carrizo site 3,none,0,0,0,0,0,5.333333333333333,2019
8,camera trap,03-Jun,18,vertebrate,Dipodomys ingens,open,10,Carrizo site 3,none,0,0,0,0,0,5.333333333333333,2019
8,camera trap,04-Jun,19,vertebrate,Dipodomys ingens,open,11,Carrizo site 3,none,0,0,0,0,0,5.333333333333333,2019
8,camera trap,05-Jun,20,vertebrate,Dipodomys ingens,open,13,Carrizo site 3,none,0,0,0,0,0,5.333333333333333,2019
8,camera trap,06-Jun,21,vertebrate,Dipodomys ingens,open,17,Carrizo site 3,none,0,0,0,0,0,5.333333333333333,2019
8,camera trap,07-Jun,22,vertebrate,Dipodomys ingens,open,7,Carrizo site 3,none,0,0,0,0,0,5.333333333333333,2019
8,camera trap,18-May,2,vertebrate,Dipodomys ingens,open,3,Carrizo site 3,none,0,0,0,0,0,5.333333333333333,2019
8,camera trap,19-May,3,vertebrate,Dipodomys ingens,open,5,Carrizo site 3,none,0,0,0,0,0,5.333333333333333,2019
8,camera trap,20-May,4,vertebrate,Dipodomys ingens,open,3,Carrizo site 3,none,0,0,0,0,0,5.333333333333333,2019
8,camera trap,21-May,5,vertebrate,Dipodomys ingens,open,1,Carrizo site 3,none,0,0,0,0,0,5.333333333333333,2019
8,camera trap,24-May,8,vertebrate,Dipodomys ingens,open,3,Carrizo site 3,none,0,0,0,0,0,5.333333333333333,2019
8,camera trap,25-May,9,vertebrate,Dipodomys ingens,open,4,Carrizo site 3,none,0,0,0,0,0,5.333333333333333,2019
8,camera trap,26-May,10,vertebrate,Dipodomys ingens,open,1,Carrizo site 3,none,0,0,0,0,0,5.333333333333333,2019
8,camera trap,27-May,11,vertebrate,Dipodomys ingens,open,2,Carrizo site 3,none,0,0,0,0,0,5.333333333333333,2019
8,camera trap,28-May,12,vertebrate,Dipodomys ingens,open,6,Carrizo site 3,none,0,0,0,0,0,5.333333333333333,2019
8,camera trap,29-May,13,vertebrate,Dipodomys ingens,open,5,Carrizo site 3,none,0,0,0,0,0,5.333333333333333,2019
8,camera trap,30-May,14,vertebrate,Dipodomys ingens,open,3,Carrizo site 3,none,0,0,0,0,0,5.333333333333333,2019
8,camera trap,31-May,15,vertebrate,Dipodomys ingens,open,1,Carrizo site 3,none,0,0,0,0,0,5.333333333333333,2019
1,camera trap,01-Jun,16,vertebrate,Dipodomys ingens,shrub,9,Carrizo site 4,high,3,12,66.70103858395706,30.498033098598732,84.92620140559848,6.666666666666667,2019
1,camera trap,02-Jun,17,vertebrate,Dipodomys ingens,shrub,31,Carrizo site 4,high,3,12,66.70103858395706,30.498033098598732,84.92620140559848,6.666666666666667,2019
1,camera trap,03-Jun,18,vertebrate,Dipodomys ingens,shrub,10,Carrizo site 4,high,3,12,66.70103858395706,30.498033098598732,84.92620140559848,6.666666666666667,2019
1,camera trap,04-Jun,19,vertebrate,Dipodomys ingens,shrub,9,Carrizo site 4,high,3,12,66.70103858395706,30.498033098598732,84.92620140559848,6.666666666666667,2019
1,camera trap,06-Jun,21,vertebrate,Dipodomys ingens,shrub,7,Carrizo site 4,high,3,12,66.70103858395706,30.498033098598732,84.92620140559848,6.666666666666667,2019
1,camera trap,08-Jun,23,vertebrate,Dipodomys ingens,shrub,3,Carrizo site 4,high,3,12,66.70103858395706,30.498033098598732,84.92620140559848,6.666666666666667,2019
1,camera trap,09-Jun,24,vertebrate,Dipodomys ingens,shrub,5,Carrizo site 4,high,3,12,66.70103858395706,30.498033098598732,84.92620140559848,6.666666666666667,2019
1,camera trap,10-Jun,25,vertebrate,Dipodomys ingens,shrub,7,Carrizo site 4,high,3,12,66.70103858395706,30.498033098598732,84.92620140559848,6.666666666666667,2019
1,camera trap,11-Jun,26,vertebrate,Dipodomys ingens,shrub,1,Carrizo site 4,high,3,12,66.70103858395706,30.498033098598732,84.92620140559848,6.666666666666667,2019
1,camera trap,17-May,1,vertebrate,Dipodomys ingens,shrub,2,Carrizo site 4,high,3,12,66.70103858395706,30.498033098598732,84.92620140559848,6.666666666666667,2019
1,camera trap,25-May,9,vertebrate,Dipodomys ingens,shrub,1,Carrizo site 4,high,3,12,66.70103858395706,30.498033098598732,84.92620140559848,6.666666666666667,2019
1,camera trap,29-May,13,vertebrate,Dipodomys ingens,shrub,7,Carrizo site 4,high,3,12,66.70103858395706,30.498033098598732,84.92620140559848,6.666666666666667,2019
1,camera trap,30-May,14,vertebrate,Dipodomys ingens,shrub,10,Carrizo site 4,high,3,12,66.70103858395706,30.498033098598732,84.92620140559848,6.666666666666667,2019
1,camera trap,31-May,15,vertebrate,Dipodomys ingens,shrub,11,Carrizo site 4,high,3,12,66.70103858395706,30.498033098598732,84.92620140559848,6.666666666666667,2019
2,camera trap,01-Jun,16,vertebrate,Dipodomys ingens,open,8,Carrizo site 4,medium,2,6,50.02035969064035,57.34634047957715,63.68775107033402,2,2019
2,camera trap,01-Jun,16,vertebrate,Dipodomys ingens,shrub,11,Carrizo site 4,medium,2,6,50.02035969064035,57.34634047957715,63.68775107033402,7.333333333333333,2019
2,camera trap,02-Jun,17,vertebrate,Dipodomys ingens,shrub,3,Carrizo site 4,medium,2,6,50.02035969064035,57.34634047957715,63.68775107033402,7.333333333333333,2019
2,camera trap,03-Jun,18,vertebrate,Dipodomys ingens,open,2,Carrizo site 4,medium,2,6,50.02035969064035,57.34634047957715,63.68775107033402,2,2019
2,camera trap,03-Jun,18,vertebrate,Dipodomys ingens,shrub,4,Carrizo site 4,medium,2,6,50.02035969064035,57.34634047957715,63.68775107033402,7.333333333333333,2019
2,camera trap,04-Jun,19,vertebrate,Dipodomys ingens,open,3,Carrizo site 4,medium,2,6,50.02035969064035,57.34634047957715,63.68775107033402,2,2019
2,camera trap,04-Jun,19,vertebrate,Dipodomys ingens,shrub,5,Carrizo site 4,medium,2,6,50.02035969064035,57.34634047957715,63.68775107033402,7.333333333333333,2019
2,camera trap,05-Jun,20,vertebrate,Dipodomys ingens,open,1,Carrizo site 4,medium,2,6,50.02035969064035,57.34634047957715,63.68775107033402,2,2019
2,camera trap,05-Jun,20,vertebrate,Dipodomys ingens,shrub,8,Carrizo site 4,medium,2,6,50.02035969064035,57.34634047957715,63.68775107033402,7.333333333333333,2019
2,camera trap,06-Jun,21,vertebrate,Dipodomys ingens,open,5,Carrizo site 4,medium,2,6,50.02035969064035,57.34634047957715,63.68775107033402,2,2019
2,camera trap,06-Jun,21,vertebrate,Dipodomys ingens,shrub,1,Carrizo site 4,medium,2,6,50.02035969064035,57.34634047957715,63.68775107033402,7.333333333333333,2019
2,camera trap,07-Jun,22,vertebrate,Dipodomys ingens,shrub,3,Carrizo site 4,medium,2,6,50.02035969064035,57.34634047957715,63.68775107033402,7.333333333333333,2019
2,camera trap,09-Jun,24,vertebrate,Dipodomys ingens,shrub,4,Carrizo site 4,medium,2,6,50.02035969064035,57.34634047957715,63.68775107033402,7.333333333333333,2019
2,camera trap,11-Jun,26,vertebrate,Dipodomys ingens,shrub,1,Carrizo site 4,medium,2,6,50.02035969064035,57.34634047957715,63.68775107033402,7.333333333333333,2019
2,camera trap,18-May,2,vertebrate,Dipodomys ingens,shrub,2,Carrizo site 4,medium,2,6,50.02035969064035,57.34634047957715,63.68775107033402,7.333333333333333,2019
2,camera trap,19-May,3,vertebrate,Dipodomys ingens,open,1,Carrizo site 4,medium,2,6,50.02035969064035,57.34634047957715,63.68775107033402,2,2019
2,camera trap,19-May,3,vertebrate,Dipodomys ingens,shrub,1,Carrizo site 4,medium,2,6,50.02035969064035,57.34634047957715,63.68775107033402,7.333333333333333,2019
2,camera trap,21-May,5,vertebrate,Dipodomys ingens,open,4,Carrizo site 4,medium,2,6,50.02035969064035,57.34634047957715,63.68775107033402,2,2019
2,camera trap,22-May,6,vertebrate,Dipodomys ingens,open,10,Carrizo site 4,medium,2,6,50.02035969064035,57.34634047957715,63.68775107033402,2,2019
2,camera trap,23-May,7,vertebrate,Dipodomys ingens,open,3,Carrizo site 4,medium,2,6,50.02035969064035,57.34634047957715,63.68775107033402,2,2019
2,camera trap,23-May,7,vertebrate,Dipodomys ingens,shrub,12,Carrizo site 4,medium,2,6,50.02035969064035,57.34634047957715,63.68775107033402,7.333333333333333,2019
2,camera trap,24-May,8,vertebrate,Dipodomys ingens,open,17,Carrizo site 4,medium,2,6,50.02035969064035,57.34634047957715,63.68775107033402,2,2019
2,camera trap,24-May,8,vertebrate,Dipodomys ingens,shrub,4,Carrizo site 4,medium,2,6,50.02035969064035,57.34634047957715,63.68775107033402,7.333333333333333,2019
2,camera trap,25-May,9,vertebrate,Dipodomys ingens,shrub,5,Carrizo site 4,medium,2,6,50.02035969064035,57.34634047957715,63.68775107033402,7.333333333333333,2019
2,camera trap,26-May,10,vertebrate,Dipodomys ingens,open,5,Carrizo site 4,medium,2,6,50.02035969064035,57.34634047957715,63.68775107033402,2,2019
2,camera trap,26-May,10,vertebrate,Dipodomys ingens,shrub,2,Carrizo site 4,medium,2,6,50.02035969064035,57.34634047957715,63.68775107033402,7.333333333333333,2019
2,camera trap,27-May,11,vertebrate,Dipodomys ingens,open,8,Carrizo site 4,medium,2,6,50.02035969064035,57.34634047957715,63.68775107033402,2,2019
2,camera trap,27-May,11,vertebrate,Dipodomys ingens,shrub,1,Carrizo site 4,medium,2,6,50.02035969064035,57.34634047957715,63.68775107033402,7.333333333333333,2019
2,camera trap,28-May,12,vertebrate,Dipodomys ingens,open,14,Carrizo site 4,medium,2,6,50.02035969064035,57.34634047957715,63.68775107033402,2,2019
2,camera trap,28-May,12,vertebrate,Dipodomys ingens,shrub,14,Carrizo site 4,medium,2,6,50.02035969064035,57.34634047957715,63.68775107033402,7.333333333333333,2019
2,camera trap,29-May,13,vertebrate,Dipodomys ingens,open,19,Carrizo site 4,medium,2,6,50.02035969064035,57.34634047957715,63.68775107033402,2,2019
2,camera trap,29-May,13,vertebrate,Dipodomys ingens,shrub,7,Carrizo site 4,medium,2,6,50.02035969064035,57.34634047957715,63.68775107033402,7.333333333333333,2019
2,camera trap,30-May,14,vertebrate,Dipodomys ingens,open,2,Carrizo site 4,medium,2,6,50.02035969064035,57.34634047957715,63.68775107033402,2,2019
