observer,Date,Measure,day_sample,Site,Site.Number,plot,density_level,Site.Density,transect number,distance on transect,animal.hit,RTM,observations,microsite,Time.block,actual.time,presence of flower
"Mario, Nargol",28-May-19,transect,12,Carrizo,3,6,2,MD,1,0,1,Butterfly,flying,shrub,PM,14:13,no
"Mario, Nargol",28-May-19,transect,12,Carrizo,3,6,2,MD,3,40,1,Butterfly,flying,shrub,PM,14:22,yes
"Mario, Nargol",31-May-19,transect,15,Carrizo,4,2,2,MD,2,100,1,Grasshopper,standing,shrub,PM,13:42,no
"Mario, Nargol",31-May-19,transect,15,Carrizo,4,2,2,MD,2,100,1,Grasshopper,standing,shrub,PM,13:42,no
"Mario, Nargol",31-May-19,transect,15,Carrizo,3,6,2,MD,3,70,1,Hummingbird,hovering,shrub,PM,12:14,yes
"Mario, Nargol",31-May-19,transect,15,Carrizo,3,6,2,MD,2,40,1,Leopard Lizard,basking,shrub,PM,12:19,no
"Mario, Nargol",04-Jun-19,transect,19,Carrizo,3,6,2,MD,2,10,1,Grasshopper,jumping,shrub,AM,10:51,no
"Mario, Nargol",06-Jun-19,transect,21,Carrizo,4,2,2,MD,2,80,1,Grasshopper,jumping,shrub,AM,11:19,no
"Mario, Nargol",11-Jun-19,transect,26,Carrizo,4,2,2,MD,2,70,1,Grasshopper,jumping,shrub,PM,12:28,no
"Mario, Nargol",12-Jun-19,transect,27,Carrizo,3,6,2,MD,2,80,1,Grasshopper,jumping,shrub,AM,11:22,yes
"Mario, Nargol",12-Jun-19,transect,27,Carrizo,3,6,2,MD,2,80,1,Grasshopper,jumping,shrub,AM,11:22,yes
"Mario, Nargol",12-Jun-19,transect,27,Carrizo,3,6,2,MD,2,80,1,Grasshopper,jumping,shrub,AM,11:22,yes
"Mario, Nargol",12-Jun-19,transect,27,Carrizo,3,6,2,MD,2,80,1,Grasshopper,jumping,shrub,AM,11:22,yes
"Mario, Nargol",28-May-19,transect,12,Carrizo,3,8,0,ND,3,60,1,ooda,standing,shrub,PM,14:38,no
"Mario, Nargol",04-Jun-19,transect,19,Carrizo,3,8,0,ND,1,60,1,Grasshopper,jumping,shrub,AM,11:00,no
"Mario, Nargol",23-May-19,transect,7,Carrizo,3,5,3,HD,1,80,1,Butterfly,standing,shrub,AM,9:50,no
"Mario, Nargol",23-May-19,transect,7,Carrizo,3,5,3,HD,1,80,1,Butterfly,standing,shrub,AM,9:50,no
"Mario, Nargol",23-May-19,transect,7,Carrizo,3,5,3,HD,1,80,1,Butterfly,standing,shrub,AM,9:50,no
"Mario, Nargol",23-May-19,transect,7,Carrizo,3,5,3,HD,1,80,1,Butterfly,standing,shrub,AM,9:50,no
"Mario, Nargol",23-May-19,transect,7,Carrizo,3,5,3,HD,2,90,1,Butterfly,standing,shrub,AM,9:50,no
"Mario, Nargol",31-May-19,transect,15,Carrizo,4,1,3,HD,3,70,1,Grasshopper,jumping,shrub,PM,13:26,no
"Mario, Nargol",12-Jun-19,transect,27,Carrizo,3,5,3,HD,1,80,1,Grasshopper,jumping,shrub,AM,10:45,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,4,3,1,LD,2,0,1,Grasshopper,standing,shrub,AM,10:17,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,4,3,1,LD,2,60,1,Grasshopper,standing,shrub,AM,10:16,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,4,3,1,LD,1,100,1,Dragonfly,flying,shrub,AM,10:22,no
"Mario, Nargol",29-May-19,transect,13,Carrizo,4,3,1,LD,3,0,1,Leopard Lizard,basking,shrub,PM,13:07,no
"Mario, Nargol",31-May-19,transect,15,Carrizo,4,3,1,LD,2,50,1,Antelope squirrel,running,shrub,PM,14:05,no
"Mario, Nargol",31-May-19,transect,15,Carrizo,4,3,1,LD,1,60,1,Bird,flying,shrub,PM,14:09,no
"Mario, Nargol",11-Jun-19,transect,26,Carrizo,4,3,1,LD,1,50,1,Grasshopper,jumping,shrub,PM,12:00,no
"Mario, Nargol",12-Jun-19,transect,27,Carrizo,3,7,1,LD,3,30,1,Grasshopper,jumping,shrub,AM,11:03,yes
"Mario, Nargol",12-Jun-19,transect,27,Carrizo,3,7,1,LD,3,30,1,Grasshopper,jumping,shrub,AM,11:03,yes
"Mario, Nargol",21-May-19,transect,5,Carrizo,4,2,2,MD,1,30,1,Butterfly,Flying,shrub,AM,10:07,no
"Mario, Nargol",21-May-19,transect,5,Carrizo,4,2,2,MD,1,60,1,Butterfly,Standing,shrub,AM,10:09,no
"Mario, Nargol",21-May-19,transect,5,Carrizo,4,2,2,MD,1,80,1,Butterfly,Standing,shrub,AM,10:10,no
"Mario, Nargol",23-May-19,transect,7,Carrizo,3,6,2,MD,3,0,1,Butterfly,standing,shrub,AM,9:20,no
"Mario, Nargol",23-May-19,transect,7,Carrizo,3,6,2,MD,3,0,1,Butterfly,standing,shrub,AM,9:20,no
"Mario, Nargol",23-May-19,transect,7,Carrizo,3,6,2,MD,3,0,1,Butterfly,standing,shrub,AM,9:20,no
"Mario, Nargol",23-May-19,transect,7,Carrizo,3,6,2,MD,3,30,1,Butterfly,standing,shrub,AM,9:18,no
"Mario, Nargol",23-May-19,transect,7,Carrizo,3,6,2,MD,3,30,1,Butterfly,standing,shrub,AM,9:18,no
"Mario, Nargol",23-May-19,transect,7,Carrizo,3,6,2,MD,3,30,1,Butterfly,standing,shrub,AM,9:18,no
"Mario, Nargol",23-May-19,transect,7,Carrizo,3,6,2,MD,3,30,1,Butterfly,standing,shrub,AM,9:18,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,3,6,2,MD,1,40,1,Butterfly,flying,shrub,AM,11:43,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,3,6,2,MD,1,40,1,Grasshopper,standing,shrub,AM,11:43,no
"Mario, Nargol",04-Jun-19,transect,19,Carrizo,3,6,2,MD,1,100,1,Beetle,flying,shrub,AM,10:47,yes
"Mario, Nargol",04-Jun-19,transect,19,Carrizo,3,6,2,MD,2,0,1,Grasshopper,jumping,shrub,AM,10:51,no
"Mario, Nargol",23-May-19,transect,7,Carrizo,3,8,0,ND,2,80,1,Butterfly,standing,shrub,AM,8:29,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,4,4,0,ND,2,70,1,Grasshopper,standing,shrub,AM,10:00,no
"Mario, Nargol",28-May-19,transect,12,Carrizo,3,8,0,ND,1,50,1,fly,flying,shrub,PM,14:30,no
"Mario, Nargol",28-May-19,transect,12,Carrizo,3,8,0,ND,2,100,1,Grasshopper,standing,shrub,PM,14:33,no
"Mario, Nargol",07-Jun-19,transect,22,Carrizo,3,8,0,ND,2,70,1,Grasshopper,jumping,shrub,AM,10:48,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,4,5,3,HD,1,0,1,Leopard Lizard,basking,shrub,AM,9:00,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,4,5,3,HD,2,70,1,Butterfly,flying,shrub,AM,9:10,no
"Mario, Nargol",29-May-19,transect,13,Carrizo,4,1,3,HD,2,80,1,Grasshopper,jumping,shrub,PM,12:29,no
"Mario, Nargol",31-May-19,transect,15,Carrizo,3,5,3,HD,3,50,1,Grasshopper,jumping,shrub,PM,12:58,no
"Mario, Nargol",04-Jun-19,transect,19,Carrizo,3,5,3,HD,1,10,1,Grasshopper,jumping,shrub,AM,11:34,no
"Mario, Nargol",06-Jun-19,transect,21,Carrizo,4,1,3,HD,3,20,1,Grasshopper,jumping,shrub,AM,10:25,no
"Mario, Nargol",31-May-19,transect,15,Carrizo,4,3,1,LD,2,40,1,Grasshopper,jumping,shrub,PM,14:04,no
"Mario, Nargol",31-May-19,transect,15,Carrizo,3,7,1,LD,2,20,1,Grasshopper,jumping,shrub,PM,12:50,no
"Mario, Nargol",06-Jun-19,transect,21,Carrizo,4,3,1,LD,3,60,1,Grasshopper,jumping,shrub,AM,10:53,no
"Mario, Nargol",28-May-19,transect,12,Carrizo,3,6,2,MD,3,90,1,Butterfly,flying,shrub,PM,14:23,no
"Mario, Nargol",04-Jun-19,transect,19,Carrizo,4,2,2,MD,3,70,1,grasshopper,jumping,shrub,PM,12:13,no
"Mario, Nargol",04-Jun-19,transect,19,Carrizo,4,2,2,MD,3,70,1,grasshopper,jumping,shrub,PM,12:13,no
"Mario, Nargol",07-Jun-19,transect,22,Carrizo,3,8,0,ND,3,10,1,Grasshopper,jumping,shrub,AM,10:50,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,3,5,3,HD,1,60,1,Butterfly,flying,shrub,PM,12:03,no
"Mario, Nargol",29-May-19,transect,13,Carrizo,4,1,3,HD,3,50,1,Grasshopper,standing,shrub,PM,12:38,no
"Mario, Nargol",06-Jun-19,transect,21,Carrizo,4,1,3,HD,3,50,1,Grasshopper,jumping,shrub,AM,10:25,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,4,3,1,LD,3,30,1,Butterfly,flying,shrub,AM,10:11,no
"Mario, Nargol",28-May-19,transect,12,Carrizo,3,7,1,LD,1,20,1,Butterfly,flying,shrub,PM,13:46,no
"Mario, Nargol",29-May-19,transect,13,Carrizo,4,3,1,LD,2,50,1,Grasshopper,standing,shrub,PM,13:05,no
"Mario, Nargol",04-Jun-19,transect,19,Carrizo,3,7,1,LD,3,80,1,Grasshopper,jumping,shrub,AM,11:21,no
"Mario, Nargol",04-Jun-19,transect,19,Carrizo,3,7,1,LD,3,80,1,Grasshopper,jumping,shrub,AM,11:21,no
"Mario, Nargol",04-Jun-19,transect,19,Carrizo,4,3,1,LD,1,50,1,Grasshopper,jumping,shrub,AM,11:52,no
"Mario, Nargol",06-Jun-19,transect,21,Carrizo,4,3,1,LD,3,40,1,Grasshopper,jumping,shrub,AM,10:54,no
"Mario, Nargol",06-Jun-19,transect,21,Carrizo,4,3,1,LD,1,100,1,Grasshopper,jumping,shrub,AM,10:58,no
"Mario, Nargol",11-Jun-19,transect,26,Carrizo,4,3,1,LD,3,50,1,Grasshopper,jumping,shrub,PM,12:08,no
"Mario, Nargol",28-May-19,transect,12,Carrizo,3,6,2,MD,2,20,1,Fly,flying,shrub,PM,14:19,no
"Mario, Nargol",29-May-19,transect,13,Carrizo,4,2,2,MD,2,80,1,Ooda,basking,shrub,PM,12:21,no
"Mario, Nargol",31-May-19,transect,15,Carrizo,4,2,2,MD,1,20,1,Grasshopper,jumping,shrub,PM,13:35,no
"Mario, Nargol",04-Jun-19,transect,19,Carrizo,4,2,2,MD,3,0,1,Grasshopper,jumping,shrub,PM,12:12,no
"Mario, Nargol",04-Jun-19,transect,19,Carrizo,4,2,2,MD,2,20,1,Grasshopper,jumping,shrub,PM,12:18,no
"Mario, Nargol",23-May-19,transect,7,Carrizo,3,8,0,ND,1,80,1,Butterfly,standing,shrub,AM,8:38,no
"Mario, Nargol",23-May-19,transect,7,Carrizo,3,8,0,ND,1,90,1,Butterfly,standing,shrub,AM,8:38,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,3,8,0,ND,2,0,1,Butterfly,flying,shrub,AM,11:30,no
"Mario, Nargol",29-May-19,transect,13,Carrizo,4,4,0,ND,2,80,1,Butterfly,flying,shrub,PM,13:21,no
"Mario, Nargol",29-May-19,transect,13,Carrizo,4,4,0,ND,3,0,1,Bee,flying,shrub,PM,13:23,no
"Mario, Nargol",04-Jun-19,transect,19,Carrizo,3,8,0,ND,3,20,1,Grasshopper,jumping,shrub,AM,11:05,no
"Mario, Nargol",06-Jun-19,transect,21,Carrizo,4,1,3,HD,3,0,1,Grasshopper,jumping,shrub,AM,10:26,no
"Mario, Nargol",06-Jun-19,transect,21,Carrizo,4,1,3,HD,3,0,1,Grasshopper,jumping,shrub,AM,10:26,no
"Mario, Nargol",28-May-19,transect,12,Carrizo,3,7,1,LD,1,70,1,Butterfly,flying,shrub,PM,13:47,no
"Mario, Nargol",29-May-19,transect,13,Carrizo,4,3,1,LD,1,70,1,Grasshopper,jumping,shrub,PM,13:02,no
"Mario, Nargol",04-Jun-19,transect,19,Carrizo,3,7,1,LD,1,0,1,Grasshopper,jumping,shrub,AM,11:12,no
"Mario, Nargol",07-Jun-19,transect,22,Carrizo,3,7,1,LD,1,70,1,Butterfly,flying,shrub,AM,11:20,no
"Mario, Nargol",11-Jun-19,transect,26,Carrizo,4,3,1,LD,1,80,1,Grasshopper,jumping,shrub,PM,12:02,no
"Mario, Nargol",11-Jun-19,transect,26,Carrizo,4,3,1,LD,1,80,1,Grasshopper,jumping,shrub,PM,12:02,no
"Mario, Nargol",28-May-19,transect,12,Carrizo,3,6,2,MD,1,80,1,ooda,standing,shrub,PM,14:15,yes
"Mario, Nargol",31-May-19,transect,15,Carrizo,4,2,2,MD,2,30,1,Grasshopper,jumping,shrub,PM,13:40,no
"Mario, Nargol",31-May-19,transect,15,Carrizo,4,2,2,MD,3,0,1,Grasshopper,jumping,shrub,PM,13:44,no
"Mario, Nargol",31-May-19,transect,15,Carrizo,4,2,2,MD,3,0,1,Grasshopper,jumping,shrub,PM,13:44,no
"Mario, Nargol",31-May-19,transect,15,Carrizo,4,2,2,MD,3,80,1,Grasshopper,jumping,shrub,PM,13:44,no
"Mario, Nargol",31-May-19,transect,15,Carrizo,3,6,2,MD,1,20,1,Butterfly,flying,shrub,PM,12:22,no
"Mario, Nargol",31-May-19,transect,15,Carrizo,3,6,2,MD,1,20,1,Grasshopper,standing,shrub,PM,12:22,no
"Mario, Nargol",04-Jun-19,transect,19,Carrizo,4,2,2,MD,1,50,1,Grasshopper,jumping,shrub,PM,12:20,no
"Mario, Nargol",06-Jun-19,transect,21,Carrizo,4,2,2,MD,1,0,1,Antelope squirrel,running,shrub,AM,11:16,no
"Mario, Nargol",28-May-19,transect,12,Carrizo,3,8,0,ND,2,80,1,Butterfly,flying,shrub,PM,14:34,no
"Mario, Nargol",31-May-19,transect,15,Carrizo,4,1,3,HD,3,50,1,Grasshopper,jumping,shrub,PM,13:25,no
"Mario, Nargol",29-May-19,transect,13,Carrizo,4,3,1,LD,1,80,1,Grasshopper,jumping,shrub,PM,13:02,no
"Mario, Nargol",29-May-19,transect,13,Carrizo,4,3,1,LD,3,30,1,Grasshopper,jumping,shrub,PM,13:09,no
"Mario, Nargol",04-Jun-19,transect,19,Carrizo,3,6,2,MD,3,20,1,Grasshopper,jumping,shrub,AM,10:53,no
"Mario, Nargol",04-Jun-19,transect,19,Carrizo,4,2,2,MD,2,60,1,Grasshopper,jumping,shrub,PM,12:17,no
"Mario, Nargol",31-May-19,transect,15,Carrizo,3,8,0,ND,1,100,1,Grasshopper,standing,shrub,PM,12:30,no
"Mario, Nargol",07-Jun-19,transect,22,Carrizo,3,8,0,ND,2,30,1,Butterfly,flying,shrub,AM,10:49,no
"Mario, Nargol",21-May-19,transect,5,Carrizo,4,1,3,HD,2,0,1,Butterfly,Standing,open,AM,10:41,no
"Mario, Nargol",21-May-19,transect,5,Carrizo,4,1,3,HD,3,80,1,Grasshopper,Standing,open,AM,10:45,no
"Mario, Nargol",23-May-19,transect,7,Carrizo,3,5,3,HD,1,90,1,Butterfly,standing,open,AM,9:50,no
"Mario, Nargol",23-May-19,transect,7,Carrizo,3,5,3,HD,2,10,1,Butterfly,flying,open,AM,9:54,no
"Mario, Nargol",23-May-19,transect,7,Carrizo,3,5,3,HD,2,10,1,Butterfly,flying,open,AM,9:54,no
"Mario, Nargol",23-May-19,transect,7,Carrizo,3,5,3,HD,2,60,1,Butterfly,standing,open,AM,9:51,no
"Mario, Nargol",23-May-19,transect,7,Carrizo,3,5,3,HD,2,60,1,Butterfly,standing,open,AM,9:51,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,4,5,3,HD,3,0,1,Butterfly,flying,open,AM,9:05,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,4,5,3,HD,3,20,1,Grasshopper,standing,open,AM,9:05,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,4,5,3,HD,3,20,1,Grasshopper,standing,open,AM,9:05,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,4,5,3,HD,3,50,1,Grasshopper,standing,open,AM,9:04,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,4,5,3,HD,3,80,1,Butterfly,flying,open,AM,9:03,no
"Mario, Nargol",28-May-19,transect,12,Carrizo,3,5,3,HD,2,50,1,Grasshopper,standing,open,PM,13:21,no
"Mario, Nargol",29-May-19,transect,13,Carrizo,4,1,3,HD,3,20,1,Grasshopper,jumping,open,PM,12:39,no
"Mario, Nargol",31-May-19,transect,15,Carrizo,4,1,3,HD,3,20,1,Grasshopper,jumping,open,PM,13:24,no
"Mario, Nargol",31-May-19,transect,15,Carrizo,3,5,3,HD,2,100,1,Bird,standing,open,PM,13:02,no
"Mario, Nargol",04-Jun-19,transect,19,Carrizo,3,5,3,HD,2,100,1,Bird,standing,open,AM,11:31,no
"Mario, Nargol",07-Jun-19,transect,22,Carrizo,3,5,3,HD,2,70,1,Grasshopper,jumping,open,AM,11:41,no
"Mario, Nargol",11-Jun-19,transect,26,Carrizo,4,1,3,HD,3,0,1,Grasshopper,jumping,open,AM,11:36,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,4,3,1,LD,3,70,1,Grasshopper,standing,open,AM,10:12,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,4,3,1,LD,3,100,1,Butterfly,flying,open,AM,10:13,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,4,3,1,LD,1,0,1,Grasshopper,standing,open,AM,10:18,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,4,3,1,LD,1,90,1,Grasshopper,standing,open,AM,10:21,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,3,7,1,LD,2,20,1,Butterfly,flying,open,AM,11:06,no
"Mario, Nargol",28-May-19,transect,12,Carrizo,3,7,1,LD,1,80,1,Grasshopper,standing,open,PM,13:48,no
"Mario, Nargol",28-May-19,transect,12,Carrizo,3,7,1,LD,2,30,1,Butterfly,flying,open,PM,13:50,no
"Mario, Nargol",29-May-19,transect,13,Carrizo,4,3,1,LD,3,80,1,Butterfly,,open,PM,13:10,no
"Mario, Nargol",31-May-19,transect,15,Carrizo,4,3,1,LD,3,80,1,Grasshopper,jumping,open,PM,14:00,no
"Mario, Nargol",04-Jun-19,transect,19,Carrizo,3,7,1,LD,2,30,1,Raven,flying,open,AM,11:18,no
"Mario, Nargol",04-Jun-19,transect,19,Carrizo,4,3,1,LD,1,0,1,Grasshopper,jumping,open,AM,11:52,no
"Mario, Nargol",04-Jun-19,transect,19,Carrizo,4,3,1,LD,1,70,1,Butterfly,flying,open,AM,11:54,no
"Mario, Nargol",06-Jun-19,transect,21,Carrizo,4,3,1,LD,3,70,1,Grasshopper,jumping,open,AM,10:53,no
"Mario, Nargol",06-Jun-19,transect,21,Carrizo,4,3,1,LD,2,0,1,Grasshopper,jumping,open,AM,10:55,no
"Mario, Nargol",11-Jun-19,transect,26,Carrizo,4,3,1,LD,3,70,1,Grasshopper,jumping,open,PM,12:09,no
"Mario, Nargol",12-Jun-19,transect,27,Carrizo,3,7,1,LD,1,70,1,Grasshopper,jumping,open,AM,10:57,no
"Mario, Nargol",12-Jun-19,transect,27,Carrizo,3,7,1,LD,2,30,1,Grasshopper,jumping,open,AM,11:01,no
"Mario, Nargol",21-May-19,transect,5,Carrizo,4,2,2,MD,1,20,1,Grasshopper,Standing,open,AM,10:06,no
"Mario, Nargol",21-May-19,transect,5,Carrizo,4,2,2,MD,2,30,1,Butterfly,Standing,open,AM,10:07,no
"Mario, Nargol",21-May-19,transect,5,Carrizo,4,2,2,MD,3,40,1,Butterfly,Standing,open,AM,10:13,no
"Mario, Nargol",23-May-19,transect,7,Carrizo,3,6,2,MD,2,60,1,Butterfly,standing,open,AM,9:16,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,4,2,2,MD,3,30,1,Grasshopper,standing,open,AM,9:40,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,4,2,2,MD,3,80,1,Grasshopper,standing,open,AM,9:43,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,4,2,2,MD,3,80,1,Grasshopper,standing,open,AM,9:43,no
"Mario, Nargol",28-May-19,transect,12,Carrizo,3,6,2,MD,3,10,1,Fly,flying,open,PM,14:20,no
"Mario, Nargol",29-May-19,transect,13,Carrizo,4,2,2,MD,3,100,1,Fly,flying,open,PM,12:19,no
"Mario, Nargol",29-May-19,transect,13,Carrizo,4,2,2,MD,1,10,1,Grasshopper,standing,open,PM,12:24,no
"Mario, Nargol",31-May-19,transect,15,Carrizo,4,2,2,MD,1,80,1,Grasshopper,jumping,open,PM,13:37,no
"Mario, Nargol",31-May-19,transect,15,Carrizo,4,2,2,MD,2,40,1,Grasshopper,jumping,open,PM,13:40,no
"Mario, Nargol",31-May-19,transect,15,Carrizo,4,2,2,MD,2,50,1,Grasshopper,jumping,open,PM,13:40,no
"Mario, Nargol",04-Jun-19,transect,19,Carrizo,3,6,2,MD,3,0,1,Grasshopper,standing,open,AM,10:52,no
"Mario, Nargol",04-Jun-19,transect,19,Carrizo,4,2,2,MD,2,50,1,Grasshopper,jumping,open,PM,12:17,no
"Mario, Nargol",06-Jun-19,transect,21,Carrizo,4,2,2,MD,1,10,1,Grasshopper,jumping,open,aM,11:16,no
"Mario, Nargol",06-Jun-19,transect,21,Carrizo,4,2,2,MD,2,50,1,Grasshopper,jumping,open,AM,11:18,no
"Mario, Nargol",11-Jun-19,transect,26,Carrizo,4,2,2,MD,1,20,1,Grasshopper,jumping,open,PM,12:25,no
"Mario, Nargol",11-Jun-19,transect,26,Carrizo,4,2,2,MD,3,90,1,Grasshopper,jumping,open,PM,12:33,no
"Mario, Nargol",11-Jun-19,transect,26,Carrizo,4,2,2,MD,3,100,1,Grasshopper,jumping,open,PM,12:34,no
"Mario, Nargol",21-May-19,transect,5,Carrizo,4,4,0,ND,1,20,1,Grasshopper,standing,open,AM,9:47,no
"Mario, Nargol",21-May-19,transect,5,Carrizo,4,4,0,ND,1,70,1,Bird,flying,open,AM,9:48,no
"Mario, Nargol",21-May-19,transect,5,Carrizo,4,4,0,ND,1,70,1,Grasshopper,standing,open,AM,9:48,no
"Mario, Nargol",21-May-19,transect,5,Carrizo,4,4,0,ND,2,20,1,Butterfly,Standing,open,AM,9:47,no
"Mario, Nargol",21-May-19,transect,5,Carrizo,4,4,0,ND,2,30,1,Butterfly,Flying,open,AM,9:48,no
"Mario, Nargol",21-May-19,transect,5,Carrizo,4,4,0,ND,3,80,1,Butterfly,Standing,open,AM,9:51,no
"Mario, Nargol",21-May-19,transect,5,Carrizo,4,4,0,ND,3,100,1,Butterfly,Standing,open,AM,9:51,no
"Mario, Nargol",23-May-19,transect,7,Carrizo,3,8,0,ND,1,10,1,Butterfly,standing,open,AM,8:36,no
"Mario, Nargol",23-May-19,transect,7,Carrizo,3,8,0,ND,1,10,1,Butterfly,standing,open,AM,8:36,no
"Mario, Nargol",23-May-19,transect,7,Carrizo,3,8,0,ND,1,20,1,Butterfly,standing,open,AM,8:36,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,4,4,0,ND,1,30,1,Grasshopper,standing,open,AM,9:56,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,4,4,0,ND,1,50,1,Grasshopper,standing,open,AM,9:57,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,4,4,0,ND,2,40,1,Butterfly,flying,open,AM,10:01,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,4,4,0,ND,2,40,1,Butterfly,flying,open,AM,10:01,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,4,4,0,ND,3,30,1,Gopher Snake,basking,open,AM,10:04,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,4,4,0,ND,3,60,1,Butterfly,flying,open,AM,10:05,no
"Mario, Nargol",25-May-19,transect,9,Carrizo,3,8,0,ND,1,10,1,Grasshopper,standing,open,AM,11:23,no
"Mario, Nargol",28-May-19,transect,12,Carrizo,3,8,0,ND,1,20,1,Grasshopper,jumping,open,PM,14:27,no
"Mario, Nargol",28-May-19,transect,12,Carrizo,3,8,0,ND,1,20,1,Dragonfly,flying,open,PM,14:27,no
"Mario, Nargol",28-May-19,transect,12,Carrizo,3,8,0,ND,1,80,1,Butterfly,flying,open,PM,14:32,no
"Mario, Nargol",28-May-19,transect,12,Carrizo,3,8,0,ND,1,100,1,Butterfly,flying,open,PM,14:32,no
"Mario, Nargol",28-May-19,transect,12,Carrizo,3,8,0,ND,1,100,1,Butterfly,flying,open,PM,14:32,no
"Mario, Nargol",28-May-19,transect,12,Carrizo,3,8,0,ND,1,100,1,Butterfly,flying,open,PM,14:32,no
"Mario, Nargol",28-May-19,transect,12,Carrizo,3,8,0,ND,2,0,1,Butterfly,flying,open,PM,14:36,no
"Mario, Nargol",29-May-19,transect,13,Carrizo,4,4,0,ND,1,20,1,Bird,flying,open,PM,13:18,no
"Mario, Nargol",29-May-19,transect,13,Carrizo,4,4,0,ND,1,40,1,Grasshopper,standing,open,PM,13:18,no
"Mario, Nargol",29-May-19,transect,13,Carrizo,4,4,0,ND,1,50,1,Grasshopper,standing,open,PM,13:18,no
"Mario, Nargol",29-May-19,transect,13,Carrizo,4,4,0,ND,2,30,1,Grasshopper,jumping,open,PM,13:22,no
"Mario, Nargol",29-May-19,transect,13,Carrizo,4,4,0,ND,2,40,1,Butterfly,standing,open,PM,13:22,no
"Mario, Nargol",29-May-19,transect,13,Carrizo,4,4,0,ND,2,70,1,Grasshopper,jumping,open,PM,13:21,no
"Mario, Nargol",29-May-19,transect,13,Carrizo,4,4,0,ND,3,20,1,Beetle,flying,open,PM,13:24,no
"Mario, Nargol",29-May-19,transect,13,Carrizo,4,4,0,ND,3,20,1,Grasshopper,standing,open,PM,13:24,no
"Mario, Nargol",29-May-19,transect,13,Carrizo,4,4,0,ND,3,80,1,Butterfly,standing,open,PM,13:25,no
"Mario, Nargol",31-May-19,transect,15,Carrizo,4,4,0,ND,3,30,1,Grasshopper,jumping,open,PM,13:49,no
"Mario, Nargol",31-May-19,transect,15,Carrizo,4,4,0,ND,3,90,1,Bird,standing,open,PM,13:50,no
"Mario, Nargol",31-May-19,transect,15,Carrizo,4,4,0,ND,2,20,1,Grasshopper,jumping,open,PM,13:54,no
"Mario, Nargol",31-May-19,transect,15,Carrizo,4,4,0,ND,2,30,1,Grasshopper,jumping,open,PM,13:54,no
"Mario, Nargol",31-May-19,transect,15,Carrizo,4,4,0,ND,2,80,1,Grasshopper,standing,open,PM,13:52,no
"Mario, Nargol",31-May-19,transect,15,Carrizo,4,4,0,ND,2,100,1,Grasshopper,standing,open,PM,13:52,no
"Mario, Nargol",31-May-19,transect,15,Carrizo,4,4,0,ND,1,40,1,Grasshopper,jumping,open,PM,13:56,no
"Mario, Nargol",31-May-19,transect,15,Carrizo,4,4,0,ND,1,70,1,Grasshopper,jumping,open,PM,13:57,no
"Mario, Nargol",04-Jun-19,transect,19,Carrizo,3,8,0,ND,1,100,1,Grasshopper,jumping,open,AM,11:01,no
"Mario, Nargol",04-Jun-19,transect,19,Carrizo,3,8,0,ND,2,100,1,Grasshopper,standing,open,AM,11:02,no
"Mario, Nargol",04-Jun-19,transect,19,Carrizo,4,4,0,ND,1,40,1,Grasshopper,jumping,open,PM,12:04,no
"Mario, Nargol",04-Jun-19,transect,19,Carrizo,4,4,0,ND,1,70,1,Grasshopper,jumping,open,PM,12:03,no
"Mario, Nargol",04-Jun-19,transect,19,Carrizo,4,4,0,ND,1,80,1,Grasshopper,jumping,open,PM,12:03,no
"Mario, Nargol",04-Jun-19,transect,19,Carrizo,4,4,0,ND,1,100,1,Grasshopper,jumping,open,PM,12:03,no
"Mario, Nargol",04-Jun-19,transect,19,Carrizo,4,4,0,ND,2,0,1,Grasshopper,jumping,open,PM,12:06,no
