,plot,method,date,sample_day,phylum,species,microsite,daily_animal_totals,site,density_category,density_levels,density,cover,mean_shrub_size,proportion_shrub_cover,RDM,year
182,2,transect,25-May-19,9,invertebrate,Dicolonus simplex,shrub,1,Carrizo site 4,medium,2,6,50.02035969,57.34634048,63.68775107,7.333333333,2019
183,2,transect,29-May-19,13,invertebrate,Dicolonus simplex,open,1,Carrizo site 4,medium,2,6,50.02035969,57.34634048,63.68775107,2,2019
184,2,transect,29-May-19,13,invertebrate,Dicolonus simplex,shrub,2,Carrizo site 4,medium,2,6,50.02035969,57.34634048,63.68775107,7.333333333,2019
187,3,transect,29-May-19,13,invertebrate,Dicolonus simplex,shrub,1,Carrizo site 4,low,1,2,9.837975935,23.06555651,12.52607071,8,2019
378,5,transect,31-May-19,15,vertebrate,Geococcyx californianus,shrub,1,Carrizo site 3,high,3,11,41.36448653,17.4253326,52.66677684,10,2019
379,4,transect,11-Jun-19,26,vertebrate,Pituophis catenifer,open,1,Carrizo site 4,none,0,0,0,0,0,3.666666667,2019
380,4,transect,25-May-19,9,vertebrate,Pituophis catenifer,open,1,Carrizo site 4,none,0,0,0,0,0,3.666666667,2019
382,4,transect,06-Jun-19,21,invertebrate,Hippodamia convergens,open,1,Carrizo site 4,none,0,0,0,0,0,3.666666667,2019
389,5,transect,04-Jun-19,19,invertebrate,Icaricia acmon,shrub,1,Carrizo site 3,high,3,11,41.36448653,17.4253326,52.66677684,10,2019
390,5,transect,23-May-19,7,invertebrate,Icaricia acmon,open,5,Carrizo site 3,high,3,11,41.36448653,17.4253326,52.66677684,3,2019
391,5,transect,23-May-19,7,invertebrate,Icaricia acmon,shrub,17,Carrizo site 3,high,3,11,41.36448653,17.4253326,52.66677684,10,2019
392,5,transect,25-May-19,9,invertebrate,Icaricia acmon,shrub,22,Carrizo site 3,high,3,11,41.36448653,17.4253326,52.66677684,10,2019
393,5,transect,28-May-19,12,invertebrate,Icaricia acmon,shrub,16,Carrizo site 3,high,3,11,41.36448653,17.4253326,52.66677684,10,2019
394,5,transect,31-May-19,15,invertebrate,Icaricia acmon,shrub,1,Carrizo site 3,high,3,11,41.36448653,17.4253326,52.66677684,10,2019
402,6,transect,04-Jun-19,19,invertebrate,Icaricia acmon,shrub,2,Carrizo site 3,medium,2,6,33.09722838,24.64743009,42.14060146,5.666666667,2019
403,6,transect,23-May-19,7,invertebrate,Icaricia acmon,open,1,Carrizo site 3,medium,2,6,33.09722838,24.64743009,42.14060146,1.333333333,2019
404,6,transect,23-May-19,7,invertebrate,Icaricia acmon,shrub,20,Carrizo site 3,medium,2,6,33.09722838,24.64743009,42.14060146,5.666666667,2019
405,6,transect,25-May-19,9,invertebrate,Icaricia acmon,shrub,10,Carrizo site 3,medium,2,6,33.09722838,24.64743009,42.14060146,5.666666667,2019
406,6,transect,28-May-19,12,invertebrate,Icaricia acmon,shrub,7,Carrizo site 3,medium,2,6,33.09722838,24.64743009,42.14060146,5.666666667,2019
407,6,transect,31-May-19,15,invertebrate,Icaricia acmon,shrub,2,Carrizo site 3,medium,2,6,33.09722838,24.64743009,42.14060146,5.666666667,2019
414,7,transect,07-Jun-19,22,invertebrate,Icaricia acmon,shrub,1,Carrizo site 3,low,1,3,18.72499177,39.07493116,23.84134425,8.333333333,2019
415,7,transect,25-May-19,9,invertebrate,Icaricia acmon,open,1,Carrizo site 3,low,1,3,18.72499177,39.07493116,23.84134425,1.333333333,2019
416,7,transect,25-May-19,9,invertebrate,Icaricia acmon,shrub,9,Carrizo site 3,low,1,3,18.72499177,39.07493116,23.84134425,8.333333333,2019
417,7,transect,28-May-19,12,invertebrate,Icaricia acmon,open,1,Carrizo site 3,low,1,3,18.72499177,39.07493116,23.84134425,1.333333333,2019
418,7,transect,28-May-19,12,invertebrate,Icaricia acmon,shrub,5,Carrizo site 3,low,1,3,18.72499177,39.07493116,23.84134425,8.333333333,2019
422,8,transect,07-Jun-19,22,invertebrate,Icaricia acmon,open,1,Carrizo site 3,none,0,0,0,0,0,5.333333333,2019
423,8,transect,23-May-19,7,invertebrate,Icaricia acmon,open,3,Carrizo site 3,none,0,0,0,0,0,5.333333333,2019
424,8,transect,28-May-19,12,invertebrate,Icaricia acmon,open,5,Carrizo site 3,none,0,0,0,0,0,5.333333333,2019
427,1,transect,06-Jun-19,21,invertebrate,Icaricia acmon,shrub,1,Carrizo site 4,high,3,12,66.70103858,30.4980331,84.92620141,6.666666667,2019
428,1,transect,21-May-19,5,invertebrate,Icaricia acmon,open,1,Carrizo site 4,high,3,12,66.70103858,30.4980331,84.92620141,2,2019
429,1,transect,29-May-19,13,invertebrate,Icaricia acmon,shrub,2,Carrizo site 4,high,3,12,66.70103858,30.4980331,84.92620141,6.666666667,2019
432,2,transect,21-May-19,5,invertebrate,Icaricia acmon,open,2,Carrizo site 4,medium,2,6,50.02035969,57.34634048,63.68775107,2,2019
433,2,transect,21-May-19,5,invertebrate,Icaricia acmon,shrub,4,Carrizo site 4,medium,2,6,50.02035969,57.34634048,63.68775107,7.333333333,2019
434,2,transect,25-May-19,9,invertebrate,Icaricia acmon,shrub,8,Carrizo site 4,medium,2,6,50.02035969,57.34634048,63.68775107,7.333333333,2019
438,3,transect,04-Jun-19,19,invertebrate,Icaricia acmon,open,1,Carrizo site 4,low,1,2,9.837975935,23.06555651,12.52607071,1.666666667,2019
439,3,transect,25-May-19,9,invertebrate,Icaricia acmon,open,1,Carrizo site 4,low,1,2,9.837975935,23.06555651,12.52607071,1.666666667,2019
440,3,transect,25-May-19,9,invertebrate,Icaricia acmon,shrub,4,Carrizo site 4,low,1,2,9.837975935,23.06555651,12.52607071,8,2019
441,3,transect,29-May-19,13,invertebrate,Icaricia acmon,open,1,Carrizo site 4,low,1,2,9.837975935,23.06555651,12.52607071,1.666666667,2019
443,4,transect,21-May-19,5,invertebrate,Icaricia acmon,open,4,Carrizo site 4,none,0,0,0,0,0,3.666666667,2019
444,4,transect,25-May-19,9,invertebrate,Icaricia acmon,open,3,Carrizo site 4,none,0,0,0,0,0,3.666666667,2019
445,4,transect,29-May-19,13,invertebrate,Icaricia acmon,open,2,Carrizo site 4,none,0,0,0,0,0,3.666666667,2019
446,5,transect,25-May-19,9,invertebrate,Icaricia acmon,open,2,Carrizo site 3,high,3,11,41.36448653,17.4253326,52.66677684,3,2019
447,5,transect,25-May-19,9,invertebrate,Icaricia acmon,shrub,5,Carrizo site 3,high,3,11,41.36448653,17.4253326,52.66677684,10,2019
449,6,transect,31-May-19,15,vertebrate,Leopard Lizard,shrub,2,Carrizo site 3,medium,2,6,33.09722838,24.64743009,42.14060146,5.666666667,2019
456,3,transect,29-May-19,13,vertebrate,Leopard Lizard,shrub,1,Carrizo site 4,low,1,2,9.837975935,23.06555651,12.52607071,8,2019
458,5,transect,25-May-19,9,vertebrate,Leopard Lizard,shrub,1,Carrizo site 3,high,3,11,41.36448653,17.4253326,52.66677684,10,2019
463,5,transect,31-May-19,15,vertebrate,Lepus californicus,shrub,1,Carrizo site 3,high,3,11,41.36448653,17.4253326,52.66677684,10,2019
479,7,transect,07-Jun-19,22,vertebrate,Lepus californicus,shrub,1,Carrizo site 3,low,1,3,18.72499177,39.07493116,23.84134425,8.333333333,2019
502,1,transect,04-Jun-19,19,vertebrate,Lepus californicus,shrub,1,Carrizo site 4,high,3,12,66.70103858,30.4980331,84.92620141,6.666666667,2019
530,3,transect,25-May-19,9,vertebrate,Lepus californicus,shrub,1,Carrizo site 4,low,1,2,9.837975935,23.06555651,12.52607071,8,2019
531,3,transect,31-May-19,15,vertebrate,Lepus californicus,shrub,1,Carrizo site 4,low,1,2,9.837975935,23.06555651,12.52607071,8,2019
548,5,transect,04-Jun-19,19,invertebrate,Oedaleonotus enigma,shrub,3,Carrizo site 3,high,3,11,41.36448653,17.4253326,52.66677684,10,2019
549,5,transect,07-Jun-19,22,invertebrate,Oedaleonotus enigma,open,1,Carrizo site 3,high,3,11,41.36448653,17.4253326,52.66677684,3,2019
550,5,transect,07-Jun-19,22,invertebrate,Oedaleonotus enigma,shrub,1,Carrizo site 3,high,3,11,41.36448653,17.4253326,52.66677684,10,2019
551,5,transect,12-Jun-19,27,invertebrate,Oedaleonotus enigma,shrub,4,Carrizo site 3,high,3,11,41.36448653,17.4253326,52.66677684,10,2019
552,5,transect,25-May-19,9,invertebrate,Oedaleonotus enigma,shrub,2,Carrizo site 3,high,3,11,41.36448653,17.4253326,52.66677684,10,2019
553,5,transect,28-May-19,12,invertebrate,Oedaleonotus enigma,open,1,Carrizo site 3,high,3,11,41.36448653,17.4253326,52.66677684,3,2019
554,5,transect,28-May-19,12,invertebrate,Oedaleonotus enigma,shrub,2,Carrizo site 3,high,3,11,41.36448653,17.4253326,52.66677684,10,2019
555,5,transect,31-May-19,15,invertebrate,Oedaleonotus enigma,shrub,4,Carrizo site 3,high,3,11,41.36448653,17.4253326,52.66677684,10,2019
563,6,transect,04-Jun-19,19,invertebrate,Oedaleonotus enigma,open,1,Carrizo site 3,medium,2,6,33.09722838,24.64743009,42.14060146,1.333333333,2019
564,6,transect,04-Jun-19,19,invertebrate,Oedaleonotus enigma,shrub,7,Carrizo site 3,medium,2,6,33.09722838,24.64743009,42.14060146,5.666666667,2019
565,6,transect,07-Jun-19,22,invertebrate,Oedaleonotus enigma,shrub,5,Carrizo site 3,medium,2,6,33.09722838,24.64743009,42.14060146,5.666666667,2019
566,6,transect,12-Jun-19,27,invertebrate,Oedaleonotus enigma,shrub,10,Carrizo site 3,medium,2,6,33.09722838,24.64743009,42.14060146,5.666666667,2019
567,6,transect,25-May-19,9,invertebrate,Oedaleonotus enigma,shrub,3,Carrizo site 3,medium,2,6,33.09722838,24.64743009,42.14060146,5.666666667,2019
568,6,transect,31-May-19,15,invertebrate,Oedaleonotus enigma,shrub,5,Carrizo site 3,medium,2,6,33.09722838,24.64743009,42.14060146,5.666666667,2019
574,7,transect,04-Jun-19,19,invertebrate,Oedaleonotus enigma,shrub,7,Carrizo site 3,low,1,3,18.72499177,39.07493116,23.84134425,8.333333333,2019
575,7,transect,07-Jun-19,22,invertebrate,Oedaleonotus enigma,shrub,1,Carrizo site 3,low,1,3,18.72499177,39.07493116,23.84134425,8.333333333,2019
576,7,transect,12-Jun-19,27,invertebrate,Oedaleonotus enigma,open,2,Carrizo site 3,low,1,3,18.72499177,39.07493116,23.84134425,1.333333333,2019
577,7,transect,12-Jun-19,27,invertebrate,Oedaleonotus enigma,shrub,2,Carrizo site 3,low,1,3,18.72499177,39.07493116,23.84134425,8.333333333,2019
578,7,transect,25-May-19,9,invertebrate,Oedaleonotus enigma,shrub,2,Carrizo site 3,low,1,3,18.72499177,39.07493116,23.84134425,8.333333333,2019
579,7,transect,28-May-19,12,invertebrate,Oedaleonotus enigma,open,1,Carrizo site 3,low,1,3,18.72499177,39.07493116,23.84134425,1.333333333,2019
580,7,transect,28-May-19,12,invertebrate,Oedaleonotus enigma,shrub,2,Carrizo site 3,low,1,3,18.72499177,39.07493116,23.84134425,8.333333333,2019
581,7,transect,31-May-19,15,invertebrate,Oedaleonotus enigma,shrub,6,Carrizo site 3,low,1,3,18.72499177,39.07493116,23.84134425,8.333333333,2019
584,8,transect,04-Jun-19,19,invertebrate,Oedaleonotus enigma,open,2,Carrizo site 3,none,0,0,0,0,0,5.333333333,2019
585,8,transect,12-Jun-19,27,invertebrate,Oedaleonotus enigma,open,1,Carrizo site 3,none,0,0,0,0,0,5.333333333,2019
586,8,transect,25-May-19,9,invertebrate,Oedaleonotus enigma,open,1,Carrizo site 3,none,0,0,0,0,0,5.333333333,2019
587,8,transect,28-May-19,12,invertebrate,Oedaleonotus enigma,open,1,Carrizo site 3,none,0,0,0,0,0,5.333333333,2019
594,1,transect,04-Jun-19,19,invertebrate,Oedaleonotus enigma,shrub,4,Carrizo site 4,high,3,12,66.70103858,30.4980331,84.92620141,6.666666667,2019
595,1,transect,06-Jun-19,21,invertebrate,Oedaleonotus enigma,shrub,5,Carrizo site 4,high,3,12,66.70103858,30.4980331,84.92620141,6.666666667,2019
596,1,transect,11-Jun-19,26,invertebrate,Oedaleonotus enigma,open,1,Carrizo site 4,high,3,12,66.70103858,30.4980331,84.92620141,2,2019
597,1,transect,11-Jun-19,26,invertebrate,Oedaleonotus enigma,shrub,2,Carrizo site 4,high,3,12,66.70103858,30.4980331,84.92620141,6.666666667,2019
598,1,transect,21-May-19,5,invertebrate,Oedaleonotus enigma,open,1,Carrizo site 4,high,3,12,66.70103858,30.4980331,84.92620141,2,2019
599,1,transect,21-May-19,5,invertebrate,Oedaleonotus enigma,shrub,1,Carrizo site 4,high,3,12,66.70103858,30.4980331,84.92620141,6.666666667,2019
600,1,transect,29-May-19,13,invertebrate,Oedaleonotus enigma,open,1,Carrizo site 4,high,3,12,66.70103858,30.4980331,84.92620141,2,2019
601,1,transect,29-May-19,13,invertebrate,Oedaleonotus enigma,shrub,5,Carrizo site 4,high,3,12,66.70103858,30.4980331,84.92620141,6.666666667,2019
602,1,transect,31-May-19,15,invertebrate,Oedaleonotus enigma,open,1,Carrizo site 4,high,3,12,66.70103858,30.4980331,84.92620141,2,2019
603,1,transect,31-May-19,15,invertebrate,Oedaleonotus enigma,shrub,5,Carrizo site 4,high,3,12,66.70103858,30.4980331,84.92620141,6.666666667,2019
610,2,transect,04-Jun-19,19,invertebrate,Oedaleonotus enigma,shrub,2,Carrizo site 4,medium,2,6,50.02035969,57.34634048,63.68775107,7.333333333,2019
611,2,transect,04-Jun-19,19,invertebrate,Oedaleonotus enigma,open,1,Carrizo site 4,medium,2,6,50.02035969,57.34634048,63.68775107,2,2019
612,2,transect,04-Jun-19,19,invertebrate,Oedaleonotus enigma,shrub,8,Carrizo site 4,medium,2,6,50.02035969,57.34634048,63.68775107,7.333333333,2019
613,2,transect,06-Jun-19,21,invertebrate,Oedaleonotus enigma,open,2,Carrizo site 4,medium,2,6,50.02035969,57.34634048,63.68775107,2,2019
614,2,transect,06-Jun-19,21,invertebrate,Oedaleonotus enigma,shrub,2,Carrizo site 4,medium,2,6,50.02035969,57.34634048,63.68775107,7.333333333,2019
615,2,transect,11-Jun-19,26,invertebrate,Oedaleonotus enigma,open,3,Carrizo site 4,medium,2,6,50.02035969,57.34634048,63.68775107,2,2019
616,2,transect,11-Jun-19,26,invertebrate,Oedaleonotus enigma,shrub,2,Carrizo site 4,medium,2,6,50.02035969,57.34634048,63.68775107,7.333333333,2019
617,2,transect,21-May-19,5,invertebrate,Oedaleonotus enigma,open,1,Carrizo site 4,medium,2,6,50.02035969,57.34634048,63.68775107,2,2019
618,2,transect,21-May-19,5,invertebrate,Oedaleonotus enigma,shrub,1,Carrizo site 4,medium,2,6,50.02035969,57.34634048,63.68775107,7.333333333,2019
619,2,transect,25-May-19,9,invertebrate,Oedaleonotus enigma,open,3,Carrizo site 4,medium,2,6,50.02035969,57.34634048,63.68775107,2,2019
620,2,transect,25-May-19,9,invertebrate,Oedaleonotus enigma,shrub,3,Carrizo site 4,medium,2,6,50.02035969,57.34634048,63.68775107,7.333333333,2019
621,2,transect,29-May-19,13,invertebrate,Oedaleonotus enigma,open,1,Carrizo site 4,medium,2,6,50.02035969,57.34634048,63.68775107,2,2019
622,2,transect,29-May-19,13,invertebrate,Oedaleonotus enigma,shrub,2,Carrizo site 4,medium,2,6,50.02035969,57.34634048,63.68775107,7.333333333,2019
623,2,transect,31-May-19,15,invertebrate,Oedaleonotus enigma,open,3,Carrizo site 4,medium,2,6,50.02035969,57.34634048,63.68775107,2,2019
624,2,transect,31-May-19,15,invertebrate,Oedaleonotus enigma,shrub,8,Carrizo site 4,medium,2,6,50.02035969,57.34634048,63.68775107,7.333333333,2019
628,3,transect,04-Jun-19,19,invertebrate,Oedaleonotus enigma,open,1,Carrizo site 4,low,1,2,9.837975935,23.06555651,12.52607071,1.666666667,2019
629,3,transect,04-Jun-19,19,invertebrate,Oedaleonotus enigma,shrub,2,Carrizo site 4,low,1,2,9.837975935,23.06555651,12.52607071,8,2019
630,3,transect,06-Jun-19,21,invertebrate,Oedaleonotus enigma,open,2,Carrizo site 4,low,1,2,9.837975935,23.06555651,12.52607071,1.666666667,2019
631,3,transect,06-Jun-19,21,invertebrate,Oedaleonotus enigma,shrub,6,Carrizo site 4,low,1,2,9.837975935,23.06555651,12.52607071,8,2019
632,3,transect,11-Jun-19,26,invertebrate,Oedaleonotus enigma,open,1,Carrizo site 4,low,1,2,9.837975935,23.06555651,12.52607071,1.666666667,2019
633,3,transect,11-Jun-19,26,invertebrate,Oedaleonotus enigma,shrub,8,Carrizo site 4,low,1,2,9.837975935,23.06555651,12.52607071,8,2019
634,3,transect,25-May-19,9,invertebrate,Oedaleonotus enigma,open,3,Carrizo site 4,low,1,2,9.837975935,23.06555651,12.52607071,1.666666667,2019
635,3,transect,25-May-19,9,invertebrate,Oedaleonotus enigma,shrub,3,Carrizo site 4,low,1,2,9.837975935,23.06555651,12.52607071,8,2019
636,3,transect,29-May-19,13,invertebrate,Oedaleonotus enigma,shrub,7,Carrizo site 4,low,1,2,9.837975935,23.06555651,12.52607071,8,2019
637,3,transect,31-May-19,15,invertebrate,Oedaleonotus enigma,open,1,Carrizo site 4,low,1,2,9.837975935,23.06555651,12.52607071,1.666666667,2019
638,3,transect,31-May-19,15,invertebrate,Oedaleonotus enigma,shrub,6,Carrizo site 4,low,1,2,9.837975935,23.06555651,12.52607071,8,2019
644,4,transect,04-Jun-19,19,invertebrate,Oedaleonotus enigma,open,7,Carrizo site 4,none,0,0,0,0,0,3.666666667,2019
645,4,transect,06-Jun-19,21,invertebrate,Oedaleonotus enigma,open,3,Carrizo site 4,none,0,0,0,0,0,3.666666667,2019
646,4,transect,11-Jun-19,26,invertebrate,Oedaleonotus enigma,open,11,Carrizo site 4,none,0,0,0,0,0,3.666666667,2019
647,4,transect,21-May-19,5,invertebrate,Oedaleonotus enigma,open,2,Carrizo site 4,none,0,0,0,0,0,3.666666667,2019
648,4,transect,25-May-19,9,invertebrate,Oedaleonotus enigma,open,2,Carrizo site 4,none,0,0,0,0,0,3.666666667,2019
649,4,transect,29-May-19,13,invertebrate,Oedaleonotus enigma,open,5,Carrizo site 4,none,0,0,0,0,0,3.666666667,2019
650,4,transect,31-May-19,15,invertebrate,Oedaleonotus enigma,open,7,Carrizo site 4,none,0,0,0,0,0,3.666666667,2019
651,5,transect,25-May-19,9,invertebrate,Oedaleonotus enigma,open,3,Carrizo site 3,high,3,11,41.36448653,17.4253326,52.66677684,3,2019
652,5,transect,25-May-19,9,invertebrate,Oedaleonotus enigma,shrub,1,Carrizo site 3,high,3,11,41.36448653,17.4253326,52.66677684,10,2019
662,6,transect,07-Jun-19,22,invertebrate,Pepsis formos,shrub,1,Carrizo site 3,medium,2,6,33.09722838,24.64743009,42.14060146,5.666666667,2019
663,2,transect,11-Jun-19,26,invertebrate,Pepsis formos,shrub,1,Carrizo site 4,medium,2,6,50.02035969,57.34634048,63.68775107,7.333333333,2019
664,8,transect,07-Jun-19,22,invertebrate,Pepsis formos,open,1,Carrizo site 3,none,0,0,0,0,0,5.333333333,2019
681,5,transect,12-Jun-19,27,invertebrate,Rhionaeschna multicolor,shrub,1,Carrizo site 3,high,3,11,41.36448653,17.4253326,52.66677684,10,2019
683,7,transect,25-May-19,9,invertebrate,Rhionaeschna multicolor,shrub,1,Carrizo site 3,low,1,3,18.72499177,39.07493116,23.84134425,8.333333333,2019
684,8,transect,28-May-19,12,invertebrate,Rhionaeschna multicolor,open,1,Carrizo site 3,none,0,0,0,0,0,5.333333333,2019
685,3,transect,06-Jun-19,21,invertebrate,Rhionaeschna multicolor,shrub,1,Carrizo site 4,low,1,2,9.837975935,23.06555651,12.52607071,8,2019
686,3,transect,25-May-19,9,invertebrate,Rhionaeschna multicolor,shrub,1,Carrizo site 4,low,1,2,9.837975935,23.06555651,12.52607071,8,2019
741,6,transect,07-Jun-19,22,vertebrate,Uta stansburiana,shrub,2,Carrizo site 3,medium,2,6,33.09722838,24.64743009,42.14060146,5.666666667,2019
742,6,transect,28-May-19,12,vertebrate,Uta stansburiana,shrub,1,Carrizo site 3,medium,2,6,33.09722838,24.64743009,42.14060146,5.666666667,2019
748,2,transect,29-May-19,13,vertebrate,Uta stansburiana,shrub,1,Carrizo site 4,medium,2,6,50.02035969,57.34634048,63.68775107,7.333333333,2019
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
